id,Character,Lines
S2e6,LOIS:,That's it.
S2e6,PETER:,"Wait a minute. So no matter what I do, I won't die? Make yourself at home, Death."
S2e6,PETER:,I'm going out for a while.
S2e6,DEATH:,"Wait. You can't tell anyone I'm here. For if humanity discovers l'm no longer lurking in the shadows, consequences will be dire."
S2e6,PETER:,Go on.
S2e6,DEATH:,That's it. What the hell do you see in him? What the hell do you see in him?
S2e6,LOIS:,"Peter, where are you going? Lois, 10 minutes ago, I was staring Death in the face. Now that I've been given another chance l'm gonna do the one thing I've always dreamed of doing. I'm gonna jump off this building. Could you repeat that, please, Peter? I believe I had something crazy in my ear. Hold the phone. You took me away from a Swedish girlie-girl and her paralyzed, but trusting, cousin for this? - $1,000 says I live. - $1,000, huh? - What the hell? - Okay. Look at that. I beat my loogie. [Grumbling.]"
S2e6,LOIS:,"It's your turn, Death."
S2e6,DEATH:,"I know I should find this ironic, but I'm just bored as hell. How old is this TV? You can probably get the DuMont Network on this thing."
S2e6,LOIS:,Peter is a good man and a wonderful father.
S2e6,DEATH:,"Here it comes. Could you please find it in your heart to spare him? After all, it isn't really his time."
S2e6,DEATH:,"What did you use for this cocoa, crap?"
S2e6,LOIS:,If you want me to make it again
S2e6,DEATH:,"Sorry, my fault. I just assumed you were gonna make it with milk, not crap!"
S2e6,LOIS:,I'll be right back.
S2e6,MEG:,I brought you a magazine.
S2e6,DEATH:,"Glamour, great. I can learn how to please my man. Go get me an Entertainment Weekly. I hear it's got a great picture of me sneaking up on Tom Snyder. [Suspenseful instrumental music.] [Screaming.] [Saw buzzing.] Victory is mine! Wow. I should really watch where I'm going. What the deuce? Of course! It seems with Death incapacitated, my matricidal efforts are futile. I must do all I can to accelerate his convalescence. ""Knick-knack paddywhack, give a dog a bone"" I can't believe you drank 300 bottles of beer without succumbing to alcohol poisoning. Peter, are you a witch? Yeah. But don't tell anyone. The consequences could be dire! You guys, I bet I can go up to each one of those scary-looking bikers and say: ""Aren't you Richard Simmons?"" - Peter, no! - Now you're being brainless. Aren't you Richard Simmons? Aren't you Richard Simmons' best friend, Richard Simmons?"
S2e6,BIKER:,Shut up! [Laughing.] [Everyone laughing.]
S2e6,DEATH:,"That feels good. Actually, kid, I kind of fell into this gig. I really wanted to be a wood nymph. Man, the second Dad found out, he started in with the whole: ""I have no son. I have no son,"" and Mom just stood there. Yes. Mothers can be quite the botheration, can't they? That's why we've got to get you well. - What was that? - Nothing! Stewie, leave Death alone."
S2e6,DEATH:,"He's okay. He reminds me a lot of me at that age. I hope his teen years go better than mine. Boy, talk about awkward."
S2e6,DEATH:,"Oh, Sandy! Sandy! Sandy? Not again. I'm gonna be a virgin forever. Or am I?"
S2e6,LOIS:,"Can we please talk about Peter? He has so much to live for, Death. He loves his children and me"
S2e6,DEATH:,"Okay. I'll spare his life. But you owe me, if you get my drift. What the hell are you doing? I was talking about another fruit cup. Not bad, though."
S2e6,LOIS:,"Peter, Death just agreed to let you live. Oh, man. This really is my night. I get to live, and I'm on TV. Our top story tonight, the rules of death no longer apply. That's right, Tom. Our own Asian reporter, Trisha Takanawa, filed this report, all by herself! I'm here with Peter Griffin, the man who claims he withstood a barrage of bullets and did not die. Peter, are you saying that if I shoot you in the head with this Channel 5 pistol, you'll be completely unharmed? Why don't you give it a shot? Okay, here goes. [Screaming.] What have I done? [Laughing.] You're awful. - Fascinating story, Tom. - It sure is, Diane. And since the laws of death no longer apply, I can do this. That's right, Tom. And now it's time for sports."
S2e6,DEATH:,"The whole world is laughing at me. This is high school all over again. Well, I'll show them! I'll show all of them! Oh, my God, that hurts! You're not killing anyone tonight, mister! Not on that ankle."
S2e6,DEATH:,This is all your fault. And there's only one solution. You have to go out there and do my job. You have to be Death! [Dramatic instrumental music.]
S2e6,PETER:,"Boy, this doesn't leave much to the imagination. Death, there is no way Peter can do your job. He could never kill anyone. Yeah! I've thought about it, like in church and stuff but I don't think I could ever do what you do."
S2e6,DEATH:,"So you're better than me? I'm tired of always being the bad guy. What I do has to be done. He's right. You've disturbed the natural order. People need to be able to die. [Sentimental instrumental music.] No! - Actually, I think I'm gonna be okay. - Oh, Jack. Now we can get married and everything you promised. Yeah, about that I was pretty sure I was gonna die because there's this girl in New York, and it's getting kind of serious. But thanks for letting me draw you naked. I still can't believe you let me do that! You're saying the only way to make the world right is for me to kill someone?"
S2e6,STEWIE:,You could kill Lois.
S2e6,DEATH:,"No. One death isn't gonna do it. You have to do something that will get everyone's attention, something huge. How about if you blow up the earth?"
S2e6,DEATH:,Too huge. But you're thinking. I like that. You could kill any girls who are prettier than me.
S2e6,DEATH:,"That would just leave England. Wait. I have it. I'm a genius. You'll kill the kids from Dawson's Creek! I knew it! As soon as that show came on the air, I said: ""I'm gonna be the one who has to kill these kids."""
S2e6,LOIS:,It's true. He did say it.
S2e6,DEATH:,"Hot, young celebrities. It's perfect! The kids are on their way to LA to renegotiate their contracts. But their plane is gonna be making a little stopover in Rhode Island."
S2e6,DEATH:,"If you go now, you'll catch them."
S2e6,PETER:,"No way. I'm not doing your dirty work. There's no way I'm getting on that plane. Absolutely no way, and that's final. See? I'm still here. There's nothing you can say that'll change my mind."
S2e6,DEATH:,"You kill them, or I kill you. Crap! Nice plant. Note to self, do not go to the bathroom."
S2e6,MAN:,"James, your last movie killed at the box office. Your Q-rating's through the roof. It's time we ditched the WB and concentrate on features. I don't know who you are, but just because you're sitting across from me doesn't mean you can give me career advice. - Will you sign my ass? - You have a pen? Hello, Death? Guess where I'm calling from?"
S2e6,PETER:,A plane!
S2e6,DEATH:,That's great.
S2e6,DEATH:,Are those kids on board?
S2e6,PETER:,"Yeah. About that, I don't think I can go through with it."
S2e6,DEATH:,"Peter, listen, without death, the world would be a terrible place. Imagine a world where Hitler was still alive."
S2e6,ANNOUNCER:,"Today on Hitler, we'll be talking with Christian Slater. Now, they tell me in your next movie, we get to see your butt. [Girls cheering.]"
S2e6,SLATER:,"Yes, you do."
S2e6,HITLER:,Can we see it right now?
S2e6,SLATER:,All right.
S2e6,HITLER:,He's going to do it!
S2e6,ANNOUNCER:,If you're going to be in L.A. And would like tickets to Hitler call 213-du werdest eine Krankenschwester brauchen!
S2e6,DEATH:,"Peter, all you gotta do is sit there. The plane is gonna crash in LA. Pilot error. Big mess. Everybody dies."
S2e6,PETER:,"Jeez, everybody?"
S2e6,DEATH:,"Except you. Hold on, I'm getting another call. Brenda?"
S2e6,PETER:,It's still me.
S2e6,DEATH:,Brenda?
S2e6,PETER:,"Yes? Just kidding, it's still me."
S2e6,PILOT:,"We now begin our final approach into Los Angeles International. If you look out the window, you'll see the San Fernando Valley where my brother Gary makes a very nice living directing porn. We'll be on the ground in 10 minutes."
S2e6,GIRLS:,"[Singing.] ""We like being alive, we like being alive ""We like being, oh, we like being, oh, we like being alive"" I guess it's their time. [Theme from Dawson's Creek playing.]"
S2e6,PACEY:,"Boy, for a teacher, you sure make love good. Actually, it's ""well,"" Pacey. You mean to say, I make love ""well."" - You're good to go again, right? - Yeah."
S2e6,DEATH:,"Peter? Hello? Peter, are you there? I can hear you breathing? Yeah, I'm here. And you can forget it. I've changed my mind. I don't care if you do kill me, I'm not gonna kill those kids. If they die, I'll have nothing to watch on Wednesdays other than the fine programs on Fox. Open up in there! What are you doing? You're not a pilot. I know every pilot in the world! I'm here to keep you from making an error. A pilot error. Jeez, I probably should've worn mittens!"
S2e6,JAMES:,"Nice going, fat I was just trying to save your lives. But now you're all gonna die. - No one can land this plane. - I can. Thank God! It's Karen Black! She landed a busted plane in Airport '75? It was a movie in the '70s. You damn kids with your music."
S2e6,TOM:,"Both of the pilots were killed. Fortunately for the other passengers, actress Karen Black star of such films as Nashville and Five Easy Pieces, was on board. Hats off to Miss Black for proving once again that, given the opportunity actresses over 50 can land large aircraft. Karen Black. What an obscure reference!"
S2e6,DEATH:,What the hell? I told you to waste the Dawson's Creek kids.
S2e6,LOIS:,You're missing the important thing here. You said you wanted everyone to know the rules of death apply.
S2e6,LOIS:,Now the whole world does.
S2e6,DEATH:,"I guess so. My ankle's starting to feel better. I should probably get out of your hair. But you just got here! We can stay in touch, can't we? What's your e-mail? Mine is ""loismustdie,"" all one word, ""@yahoo.com."""
S2e6,PETER:,"Wait a second. Death? I used to fear you, but now I'm glad we met. Because you've given me a great gift. The complete Boz Scaggs."
S2e6,PETER:,How did you know?
S2e6,DEATH:,I just had a feeling.
S2e6,LOIS:,"We're gonna miss you, Death."
S2e6,DEATH:,"Don't worry. I'll be back really, really soon. [Laughing.]"
S2e6,DEATH:,"Is he joking? Okay, see you later. [Theme music.]"
S2e7,LOIS:,"[Singing.] ""It seems today that all you see ""is violence in movies and sex on TV ""But where are those good, old-fashioned values ""on which we used to rely? ""Lucky there's a family guy ""Lucky there's a man who'll positively tell you ""all the things that make us ""laugh 'n' cry ""He's a family guy"""
S2e7,TOM:,"It was a moving scene today at Hatch Pond as six members of the Pawtucket fire department struggled valiantly to save a fish's life trapped under the frozen ice. Rescue workers got the fish out of the water but unfortunately it died shortly after. Diane? Tom, another life was tragically cut short today. Robert Kimble, founder of a local theater group known as the Quahog Players passed away this afternoon. Oh, my God! [Phone ringing.] Kimble was a hands-on director who often appeared in his own shows most recently, Miss Saigon. [Singing.] ""La la la la la, Miss Saigon ""La la la la la, Miss Saigon"" Yes, I just heard. It's so sad. Really? They want me to be the new artistic director of the Quahog Players! - All right, Mom! - Are you gonna do it? I don't know. It's such a big responsibility. I need a moment to think. Okay, I'll do it. This just in. Lois Griffin is named the new artistic director of the Quahog Players. All those years of paying my dues as musical director under that old hack have finally paid off. Lois, congratulations. Our little theater group finally has a committed visionary at its helm. And such an attractive one. Brian, you'll have to audition just like everyone else. God, of course. I You didn't think You thought I was Lois! - I can paint scenery. - Can I be in the show, Mom? Yes, you can be the dumpy teenager who stays backstage and cries because nobody finds her attractive. [Laughing.] - Hey, you guys. - Peter, guess what? I am gonna Me first! Mr. Weed said whoever comes up with the best idea for the big Christmas toy this year gets a huge bonus. Hey, Dad, why don't you invent the Frisbee? That's an awesome toy. - It's already been invented. - Then how come I never heard of it? This is my chance to prove how valuable I am to the company! Sorry, Lois. What's your news? Well, I Mr. Weed, distinguished members of the board may I present this year's hottest toy Mr. Zucchini Head. He's got stupid cool hip-hop style with his little hat and his Doc Martens. Thank you, Peter, that's enough. Wait. This is the best part! He dances! MAN #1: I've seen enough. MAN #2: Inappropriate. MAN #3: I haven't had sex in ages. Gentlemen, I apologize for wasting your time. Peter is an adequate assembly-line worker but you'll be happy to know our company does not pay him to think. [Laughing.] [Nervous laughter.] I'll take this. No calls. Come on, kids! The director can't be late for the auditions. You should've heard them laughing at me. I got great ideas, but they look at me, and all they see is a loser. Except that guy with the lazy eye. He sees a loser and the snack machine. Peter, a lot of creative people had mindless jobs. Michelangelo worked in a marble quarry. Herman Melville was a customs agent. Albert Einstein worked for the patent office. And what is it you want to patent, Herr Smith? I call it ""Smith's Theory of Relativity."" - Hey, look at this. - What?"
S2e7,BRIAN:,"I think Lois is saying that you have to find a way to express yourself creatively. For example, Chris has his drawing, Meg does her birdcalls, I sing beautifully. So I've heard. And Lois has her theater group. Yes. And for my first production, I've chosen The King and I. It's a wonderful story about a loving, patient woman who introduces culture and civility to a barbaric, patriarchal Peter, please don't wipe your nose on the couch. Look, I have to go. Part of being creative is figuring out what you're good at. I know you can do it if you put your mind to it. You're right. Man was meant to create. That's why God invented Shrinky Dinks. It works! Look how tiny they are! [Sweeping instrumental music.] [Singing.] ""Oh, no not in springtime ""summer, winter, or fall ""No, never would I leave you ""at all"""
S2e7,JOE:,Bravo!
S2e7,LOIS:,"Brian, that was beautiful! Thank you! No, thank you. And that note you gave me, ""louder,"" I was thinking that, and then you said it."
S2e7,BRIAN:,You're so intuitive. It's a pleasure
S2e7,LOIS:,"Okay. Next! Stewie, do you want to try out for Mommy's play? ""Now is the winter of our discontent made glorious summer by this sun of York. - ""And all"" - Why don't you sing Itsy Bitsy Spider? How dare you reduce my finely hewn thespian stylings to mere Mother Gooseries! Sing Baa Baa Black Sheep! Mother, as first lady of the American stage, Helen Hayes, once said: ""I'm going to kill you!"" Hey, can somebody give me a hand with all this talent? Peter, what are you doing here? Well, Lois, I tried finding my creativity, like you said. First I took an art class. Am I supposed to draw the penis? Then I tried sculpting. Am I supposed to sculpt the penis? Then I tried music. Am I supposed to conduct with my penis? I started to think there was nothing I'd be good at. But then I realized that this is it. Lois, my penis belongs on stage. Wait, Peter, everyone has to audition. You know, sing, dance. [Laughs.] I get it. Hello, everybody. This is just a formality, since I happen to be doing the director. [Laughs.] Five, six, seven, eight. [Sings out of tune.] ""Marshall, Will, and Holly, on a routine expedition ""Met the greatest earthquake ever known ""High on the rapids, it struck their tiny raft [Yells.] ""And plunged them down a thousand feet below ""to the Land of the Lost"" [Growls.]"
S2e7,LOIS:,"Before I post the cast list my choreographer and I want to thank everyone for auditioning. - You were all great. - Weren't they? I only wish the show was called The King and Us so I could cast you all. [Laughing.] Anna! Baby, baby! I'm a star! Wow. I've never hugged a celebrity before. Except for Pearl Bailey at a book signing once but then we later found out it wasn't actually her. Siamese baby? Stewie Griffin does not play bit parts! You wanted a bigger part, didn't you, sweetie? To hell with you! Perhaps I'll skip the stage and go directly to films! - Hello. - What is that on your ear? Is that hair gel? - Yeah. - Great, 'cause I could use some. - No, don't! - I just ran out. [Sighing.] Man! Chorus! Shoot, what a gyp!"
S2e7,BRIAN:,"The King of Siam? Why, that's the lead! This is so unexpected! Hey, shut up! The King of Siam? Why, that's the lead!"
S2e7,PETER:,"Lois, I think you made a mistake. I'm not ""The King."" I'm not ""I,"" I'm not anybody. - So, what? I had sex with you for nothing? - No, Peter, I It's just that directing this show is a big opportunity for me and I don't want anything to ruin it. - Ruin it? - Yes. By not using you to your full potential. You have too much talent for the stage. You should [Stuttering.] You should be a producer. A producer? Gee, I don't know."
S2e7,PETER:,"Great news, Edgar Bronfman, Jr. We made the deal. We're richer and more powerful than ever! I'm the king of the [Screams.]"
S2e7,PETER:,Damn it! [Gentle dinner music playing.] I love Mexicans. I'll do it! [Pianist playing show music.]
S2e7,JOE:,"Hang on, hang on! You overextended the plié! You screwed it all up. Let me show you again. Okay, boys! Let's do it! And one, two, three. And just like this. And watch my feet. And one, two, three. Peter, Chris says you told him to build a set for the North Pole. Yeah, that's where Anna goes to talk with her best friend, a penguin. There is no talking penguin in The King and I. There is in ""Peter Griffin presents The King and I."" What? Now we gotta think of some funny stuff for him to say. Peter, the director decides whether or not to add a character. You're the producer, remember? What am I supposed to do with all my great ideas? Put 'em in a tub and clean myself with them? 'Cause that's what soap is for, Lois. Good producers put their ideas to work outside the theater. It's your job to make sure we sell every seat in this house. - And that's creative? - Is it? Well, it's just the most creative job there is. Don't you worry, Lois. I'll get the word out. I'll tell two friends, and they'll tell two friends and that's, like, 10 people right there. Hey, I recognize you from the television. You're Tom Tucker. I bet you can do this."
S2e7,PETER:,Excuse me?
S2e7,TOM:,"You. Get out of here! Get out of here! Go on, get out of here! - Wow! Diane Simmons! - You don't look anything like the ad. - You better be huge. - No, I'm Peter Griffin, producer. I'm presenting ""Peter Griffin presents The King and l"" a Peter Griffin production, and I'm giving you the exclusive story. Look, pal, some two-bit community theater production isn't news. Who's the star? For that matter, who the hell are you, and why should I give a damn? Wow, I'm being interviewed by Diane Simmons! Well, Lois, you told me to produce, and I did. I got us a story on the 11:00 news. - Really? - Peter. Our top story tonight. I will be playing the role of Anna in the Quahog Players production of The King and I. - Tom? - Thanks, Diane. In other news, I'm not going to the play because I'm sure it'll be lousy. I'm getting late word that you're a petty, jealous, closet case. Bit of breaking news. We now go live to Diane being a bitch. Diane? But Loretta's playing Anna, and she's doing a great job. Loretta's a nobody. Diane Simmons is a star. You wanted me to sell tickets, right? People who've never been in a theater will come see Diane Simmons. I don't know, Peter, she's a news reporter. Some of our greatest actors started in news, like Sean Penn. Today's weather calls for breezy skies and sun, and there's gonna be a Get that camera out of my face!"
S2e7,PETER:,"Hey, everybody, here's our star! This is so awkward. You all know my name, and I've never heard of any of you. - You ever acted before, honey? - I did an independent film in college. [Melancholic instrumental music.]"
S2e7,LOIS:,"Let's start with the scene where Lady Thiang begs Anna to comfort the king. - Are you playing Lady Thiang? - I was supposed to be Anna. They did an all-you-people version of Hello, Dolly that was very successful. Okay, let's go from the top of Scene 7. Action! ""Oh, Mrs. Anna, the king needs you. You must go to him. ""Lady Thiang, if he needs me, truly needs me, I will go to him."" Cut! All wrong! No good! Peter, what are you doing? She was wonderful. My ass. Besides, I'm the director. It just doesn't feel real, you know? Anna and Miss Thing both love the king, right? On Springer yesterday, they had ""I won't share my husband"" and these two women bitch-slapped each other. The crowd went nuts. - Loretta, why don't you try slapping Diane? - I think I can do that. Wait a minute. Nobody's slapping anybody. This is Rodgers and Hammerstein, not trash TV! I think Peter may be onto something. Springer is one of our station's highest-rated shows. - I don't know. - I thought you wanted to do a good show? - I don't know. - I thought you wanted to do a good show? If you want to do a bad show, why don't we just do Rent? I guess we can try that - Action! Come on, Lois. Those hoop skirts make Diane look a little hippie, you know? I thought we could dress her in a pair of sequined capri pants. They didn't have capri pants in the 1860s. They did now!"
S2e7,STEWIE:,You! You are the worst thing to happen to musical theater since Andrew Lloyd Webber! And you! I just plain don't like you! [Laughing.]
S2e7,LOIS:,What's going on? We're just having a little pow-wow to discuss my latest changes. What changes? The Siamese children. How about this? They're not children. They're aliens!
S2e7,QUAGMIRE:,That was great.
S2e7,BRIAN:,On the money. Isn't he brilliant? No! He's not brilliant! Rodgers and Hammerstein were brilliant! And I want to do the show they wrote! We're not making any more changes!
S2e7,MEG:,"We sold out! Yeah. The whole town's talking about your show, Dad! [Cheering.] Your show? Peter, this is my show! What's the big deal? You wanted to sell out, and we did. I am through selling out. I took this job because I wanted to create something beautiful and you've completely destroyed that! You want to be the director? Fine! I quit! Me, direct? I don't know what to say, except, ""I'm the king of the"" Morning, theater fans! Good morning, Peter. I made your favorite breakfast. - What the hell is this? - French toast. I just made a few creative changes to the recipe. I think it's a lot better now. Lois, if this is your idea of a joke, you must write for Leno. It is so fashionable to take a shot at Jay Leno. Look, the fact is the man is out there every bloody night with fresh material and he's charming. Face it, you're just jealous because people like my ideas better than yours. I don't care if the whole world loves your ideas. That doesn't make them good. I was trying to make art. Art-schmart. Put enough monkeys in a room with a typewriter they'll produce Shakespeare. Let's see. ""A something by any other name"" - ""Carnation,"" ""peony."" - No, they did that on last week's Marlowe. - What about ""daisy""? - ""Chrysanthemum""! - ""Iris,"" ""rose""? What about ""rose""? - Did you say ""rose""? - Yeah, ""rose."" - ""Rose"" is good! - ""A rose by any other name."" That works. - I like that a lot. - Moving on. - What about ""tulip""? ""Rose"" is fine. Moving on. Peter, you've never done a creative thing in your life! That's not true. I wrote Bonfire of the Vanities. No, you didn't. You win this round, Lois. You're not being creative. You're just destroying a wonderful show. I have more creativity in my whole body than most people do before 9:00 a.m. The only thing you create before 9:00 a. M is exactly what you've turned my show into. I think my work will speak for itself. [Fake laugh.] I just got that. A poop joke? That's real creative, Lois."
S2e7,PETER:,"Okay, let's run this scene again. Remember, Diane, you're playing Anna, a steel-town girl on a Saturday night looking for the fight of her life. - Where does it say that? - In my noodle. Okay, places. And action! ['80s pop music playing in theater.]"
S2e7,PETER:,"Stop! All wrong! All wrong! God, send me dancers. We've been rehearsing for hours. I'm exhausted! I'm sorry, but we open this show in three hours and I don't think we're ready!"
S2e7,DIANE:,"No, we're not! You keep changing everything! You bet I do! Because theater is alive. It's a living, breathing creature with wants and needs and you're not man enough to satisfy her! - I can't work this way. I quit! - Fine. - We can't do The King and I without Anna. - Yeah. This is a real snafu. We don't need Diane Simmons. We've had someone better all along. Someone radiant and sassy with the soul and passion that can only come from hundreds of years of black oppression. Thank you, Peter. I'll do it. Get over yourself. I was talking about me. Su-su-sudio. Su-su-sudio."
S2e7,STAGEHAND:,"Two minutes, everybody."
S2e7,PETER:,"Jeez, full house. Look who came crawling back. Peter, have you seen my wheelchair? I don't get it, Mom. If you're mad at Dad for wrecking your show, why'd you come to opening night? I came because I love the theater. If I just came here to enjoy watching your father be humiliated when this asinine spectacle of his is ridiculed by everyone in town what kind of person would I be? A bitch."
S2e7,PETER:,"Siam, 2015 AD. The city lies in ruins after the ninth nuclear World War. It is a grim future with lots of explosions and partial nudity. A future where an oppressive new king has seized power. Only one man can stop him. No, one machine. I am an Automaton Nuclear Neo-human Android. You may call me ANNA. I am a robot ninja from the planet England who is here to destroy you and free this land from your tyranny. I have been expecting you, ANNA. Let me introduce my Siamese children. [Sultry instrumental music.] I will not be swayed by your attempts to confuse my programming with your all-female sex orgy. - We must kung fu fight! - So be it, ANNA. [Kung fu fighting noises.] I have slain the evil emperor. I hereby proclaim Siam the United States of America."
S2e7,ALL:,"[Singing.] ""ANNA rules ""Because I kicked all the bad guys in their jewels"
S2e7,ALL:,"""ANNA won ""Thanks to my gamma-ray atomic gun"
S2e7,ALL:,"""Dance and shout ""'He's the world's greatest ninja, there's no doubt ""Though they tried to defeat me ""they can all just freakin' eat me ""Because he blew all of us away"
S2e7,ALL:,"""In the planet of Siam, there's no one as tough as I am ""Just as surely as Paul Lynde was gay"" [Heroic instrumental music.] [Crowd cheering.] Oh, my God! They liked it? Stop it! Stop clapping right now! What's wrong with you? These people shouldn't be encouraged! They should be punished! That man has committed murder here this evening and the victim's name is ""theater."" This is the kind of mind-numbing schlock that's turning our society into a cultural wasteland! This isn't art! This isn't even entertainment! This blows! [Gasps.] [Farting.] [Continues farting.] [Laughing.] [Cheering.] See? This is exactly the kind of thing I was talking about. - How was the cast party? - We're a hit. Man, what a night. I got to see my ideas come to life. It's the greatest feeling in the world. - Yeah, I bet it is. - And it's all thanks to you. I never would've discovered I could be creative if you hadn't believed in me. Actually I didn't really, not at first. But anyone who could take The King and I and turn it into that is well, he's gotta be creative. Yeah, Lois, sorry I took your show away from you but I'll do whatever it takes to make sure you get your chance next year. It'll be ""Peter Griffin presents a Lois Griffin production."" - Okay, honey? - Deal. [Peter chuckling.]"
S2e7,PETER:,Were you there when I farted? [Theme music.]
S3e7,PS:,"(gathers phlegm in throat) Hold on a sec. Hold on. Relax. Everybody, relax. I was hoping it wouldn't come to this, but we need to get our anger under control|before we kill each other. My psychiatrist gave me|these mood elevators. I think they could help even us out. We're not taking pills. It's not natural. Nor is bleaching the hair|on your upper lip, Martin Mull. Give us the pills. - "" Ah-um|- "" Ba-ba - "" Ah-um|- "" Ba-ba ""Ay-oh, Mother Africa ""Ah-um ""Ba-ba That was fun. What country shall we do next? Monaco. Wait - that's a principality. Wanna hear something really funny? Those|pills I gave you were placebos. Sugar pills. (chuckles) Are you telling me I just sang|Ladysmith Black Mambazo for nothing? Did it kill you to be|multicultural for a minute? - I died a little inside, yes. You happy now?|- Don't you use that tone of voice, you - What were you gonna say? Fat ass?|- Wide load? - Dough boy?|- Country virtuoso Roy Clark? - How about all of the above?|- How's this for a name? ""Pony Express is in.""|""What have you got for me, Joe?"" ""Let me see. It's here somewhere."" ""Here we are. A big bag|of liver spots for Lois."" - You You just hit me.|- That's right. - You can't hit me! I'm a girl!|- Sometimes I wonder. - Kicking, Lois?|- Ha! Hurts, doesn't it? You tell me. Go, Dad! Kick her ass! - Shut up! This is all Dad's fault.|- I don't like to be touched! Aaagh! Aaaaagh! (chuckles) Man, I'm glad we got that out of our systems. - I wonder what came over us.|- Maybe people are naturally violent. I don't believe that.|I think it's all the TV we watch. - There's so much violence.|- Yeah, TV is dangerous. Why the hell doesn't the government|tell us what we can and can't watch? Shame on the network|that puts this junk on the air! Peter, maybe you shouldn't say|anything bad about the network. What are they gonna do? Cut our budget?|I'm gonna go get a beer."
